paper_id,text_length,num_chunks,has_reference,num_formulas,num_tables,num_figures,time_text_only,time_multimodal,text_rouge1,text_rouge2,text_rougeL,text_bleu,multi_rouge1,multi_rouge2,multi_rougeL,multi_bleu,improvement_rouge1,improvement_rouge2,improvement_rougeL,improvement_bleu
2012.15701v2,64671,77,True,5,2,2,49.30637884140015,63.980069160461426,0.27102803242684953,0.04982205906460201,0.24299064924927952,0.05663907060112315,0.33644859317451314,0.0484429015960063,0.2990654156044197,0.06248577014865344,24.137931475896547,-2.7681663393466307,23.076923547627597,10.322732144927443
2101.04061v2,49562,60,True,5,2,2,44.64388847351074,91.17689085006714,0.16814158794541484,0.014925368141291489,0.15044247290116705,0.015056810438458131,0.15720523520909227,0.021126755605287813,0.15720523520909227,0.014773059012821613,-6.504252082996222,41.54930990841021,4.495248035684713,-1.8845387394381976
2102.06183v1,63239,77,True,5,2,2,49.16014885902405,55.1375458240509,0.25874125380385354,0.016216211405552922,0.2027971978597977,0.005308858481451955,0.28676470102535684,0.0602739678252584,0.2426470539665334,0.035804472371342176,10.830683862553785,271.6895785202872,19.6501019379398,574.4288343046916
2103.01209v4,91731,119,True,4,2,2,51.847004413604736,60.995213747024536,0.2313432786046448,0.03409090415547592,0.17910447263449555,0.026226063874021415,0.22053231442987475,0.040462422834041153,0.15209124979109157,0.041016428570316545,-4.6731265502835235,18.689790829562945,-15.08238317338438,56.39567099104767
2104.14754v2,67915,81,True,3,2,2,51.54490876197815,70.59169054031372,0.2830188629886081,0.03007518308299022,0.23584905166785344,0.008068766371737542,0.3137254852268359,0.09302325089087221,0.29411764208958097,0.060501423658892634,10.849673380061516,209.30235947086842,24.705882855864633,649.8224743600323
2107.08430,27676,34,True,1,2,2,48.58233952522278,72.29273962974548,0.20576131188267383,0.026666661738667576,0.19753085920777674,0.015028508723698297,0.24691357525715946,0.0571428521650798,0.23045266990736518,0.03571892037238733,20.000000485004133,114.28573521904579,16.666667087677162,137.6744161984784
2108.11539v1,48076,58,True,0,2,2,45.458130836486816,61.34759473800659,0.20512820021038802,0.0058650978440197106,0.1904761855583734,0.009597376937637707,0.22794117155817487,0.029069762625913452,0.20588234802876312,0.013369559378710072,11.12132379867269,395.63985800431533,8.088235505781038,39.30430643272044
2109.01394v2,91061,114,True,5,2,2,48.52356314659119,60.38679122924805,0.2399999950204801,0.032258059516129804,0.2239999950204801,0.014841684857608011,0.26382978223413317,0.03289473184405374,0.22127659074477152,0.014437509475177199,9.929078211697284,1.9736845224852548,-1.2158055072544005,-2.7232446067174623
2109.04454v2,43474,53,True,0,2,2,43.12227201461792,79.40667223930359,0.28936169715382526,0.07117437224705903,0.24680850566446366,0.10820204522559097,0.3196721261529159,0.09621992627626058,0.27868851959553886,0.0827344719258301,10.474927848856774,35.18900587175387,12.916902456520726,-23.537053524878765
2109.05729v4,47335,57,True,0,2,2,43.66013264656067,85.28412675857544,0.4112149482714648,0.11228069679285957,0.37383177070137136,0.11595171550809319,0.38135592725509915,0.1514195533620597,0.35593219844153984,0.17506688801803155,-7.261171108170451,34.858045672271906,-4.7881356435406515,50.98257688633529
2205.13209v2,71505,88,True,5,2,2,46.26421570777893,70.06299376487732,0.2809917305713408,0.03194887684471695,0.23966941652175405,0.012509945449246539,0.2644628049515061,0.031249995033008612,0.25619834214158876,0.014115430551972633,-5.882353045132833,-2.1875004091854473,6.896551867031575,12.83366989280349
2207.02696,73881,90,True,0,2,2,49.080711364746094,78.19731545448303,0.19626167734125263,0.028673830153775864,0.19626167734125263,0.012913736476286238,0.22966506684187643,0.04301074771649959,0.2105263108610152,0.043555639669060515,17.01982269444442,50.00000866935383,7.268170593976807,237.28146574031953
